Date,Adj Close,Close,High,Low,Open,Volume,MACD,ADX
2014-10-27 00:00:00+00:00,91.13967895507812,98.69000244140624,98.87000274658205,98.0199966430664,98.43000030517578,29545700,0.0,0.0
2014-10-28 00:00:00+00:00,92.51569366455078,100.18000030517578,100.1999969482422,99.08000183105467,99.1500015258789,34495100,0.0,0.0
2014-10-29 00:00:00+00:00,92.17400360107422,99.80999755859376,100.12000274658205,99.0999984741211,99.8499984741211,40552800,0.0,0.0
2014-10-30 00:00:00+00:00,92.36792755126952,100.0199966430664,100.26000213623048,99.13999938964844,99.36000061035156,35935800,0.0,0.0
2014-10-31 00:00:00+00:00,93.64234924316406,101.4000015258789,101.75,101.06999969482422,101.68000030517578,54254100,0.0,0.0
2014-11-03 00:00:00+00:00,93.9193878173828,101.6999969482422,101.97000122070312,101.43000030517578,101.58000183105467,33481000,0.0,0.0
2014-11-04 00:00:00+00:00,93.60543823242188,101.36000061035156,101.62000274658205,100.66999816894533,101.37999725341795,22773300,0.0,0.0
2014-11-05 00:00:00+00:00,93.6146469116211,101.37000274658205,102.02999877929688,101.0199966430664,102.02999877929688,25818600,0.0,0.0
2014-11-06 00:00:00+00:00,93.91017150878906,101.69000244140624,101.72000122070312,100.91999816894533,101.36000061035156,24671900,0.0,0.0
2014-11-07 00:00:00+00:00,93.82704162597656,101.5999984741211,101.91000366210938,101.06999969482422,101.87000274658205,20931700,0.0,0.0
2014-11-10 00:00:00+00:00,94.15951538085938,101.95999908447266,102.08999633789062,101.37999725341795,101.6500015258789,20360000,0.0,0.0
2014-11-11 00:00:00+00:00,94.4550552368164,102.27999877929688,102.27999877929688,101.6999969482422,101.9800033569336,15454000,0.0,0.0
2014-11-12 00:00:00+00:00,94.62126159667967,102.45999908447266,102.56999969482422,101.87000274658205,101.87000274658205,22050300,0.0,0.0
2014-11-13 00:00:00+00:00,95.02759552001952,102.9000015258789,103.27999877929688,102.41999816894533,102.6500015258789,28027800,0.0,0.0
2014-11-14 00:00:00+00:00,95.32311248779295,103.22000122070312,103.22000122070312,102.52999877929688,102.87000274658205,19251300,0.0,0.0
2014-11-17 00:00:00+00:00,95.0368423461914,102.91000366210938,103.20999908447266,102.41999816894533,102.9800033569336,23361600,0.0,0.0
2014-11-18 00:00:00+00:00,95.74790954589844,103.68000030517578,103.81999969482422,102.98999786376952,103.0,26336800,0.0,0.0
2014-11-19 00:00:00+00:00,95.31387329101562,103.20999908447266,103.56999969482422,102.7300033569336,103.56999969482422,23760200,0.0,0.0
2014-11-20 00:00:00+00:00,95.7387237548828,103.66999816894533,103.76000213623048,102.69000244140624,102.7699966430664,22874000,0.0,0.0
2014-11-21 00:00:00+00:00,95.92339324951172,103.87000274658205,104.69000244140624,103.54000091552734,104.58999633789062,34049100,0.0,0.0
2014-11-24 00:00:00+00:00,96.67140197753906,104.68000030517578,104.7300033569336,104.05999755859376,104.1500015258789,17928300,0.0,0.0
2014-11-25 00:00:00+00:00,96.81918334960938,104.83999633789062,105.1500015258789,104.56999969482422,104.83999633789062,17526000,0.0,0.0
2014-11-26 00:00:00+00:00,97.44715881347656,105.5199966430664,105.58000183105467,104.83000183105467,104.94000244140624,18973800,0.0,0.0
2014-11-28 00:00:00+00:00,97.8996810913086,106.01000213623048,106.25,105.7300033569336,105.8000030517578,17360400,0.0,0.0
2014-12-01 00:00:00+00:00,96.7914810180664,104.80999755859376,105.91999816894533,104.41999816894533,105.72000122070312,35969500,0.0,0.0
2014-12-02 00:00:00+00:00,97.17935943603516,105.2300033569336,105.41999816894533,104.6999969482422,104.91999816894533,26031300,1.657523802060581,0.0
2014-12-03 00:00:00+00:00,97.35482788085938,105.41999816894533,105.56999969482422,104.76000213623048,105.38999938964844,32974300,1.6229670693676326,0.0
2014-12-04 00:00:00+00:00,97.30864715576172,105.37000274658205,105.77999877929688,104.93000030517578,105.31999969482422,31008800,1.5734091161077828,58.35286377235667
2014-12-05 00:00:00+00:00,97.31786346435548,105.37999725341795,105.6999969482422,105.1500015258789,105.54000091552734,25622200,1.517448354228904,56.631372897223116
2014-12-08 00:00:00+00:00,96.62525177001952,104.62999725341795,105.56999969482422,104.08000183105467,105.11000061035156,32685800,1.3964825339052283,52.16691506597997
2014-12-09 00:00:00+00:00,96.9300308227539,104.95999908447266,105.04000091552734,103.04000091552734,103.41000366210938,46035100,1.3121193445744836,47.6300919083894
2014-12-10 00:00:00+00:00,95.4062271118164,103.30999755859376,105.02999877929688,103.12000274658205,104.7699966430664,39330100,1.0994458483668836,43.65804614498438
2014-12-11 00:00:00+00:00,95.85874938964844,103.8000030517578,105.04000091552734,103.58999633789062,103.61000061035156,47576000,0.9593807741732547,40.14081050728426
2014-12-12 00:00:00+00:00,94.81520080566406,102.66999816894533,103.98999786376952,102.66000366210938,102.80999755859376,46889400,0.7485672265416667,38.44410558330054
2014-12-15 00:00:00+00:00,93.83628845214844,101.61000061035156,103.58000183105467,101.31999969482422,103.1999969482422,52968400,0.49031102669700033,38.37070395022505
2014-12-16 00:00:00+00:00,92.33099365234376,99.9800033569336,102.47000122070312,99.95999908447266,100.97000122070312,65348600,0.15235768721045417,39.309725304557986
2014-12-17 00:00:00+00:00,94.01173400878906,101.8000030517578,102.08999633789062,99.91999816894533,100.0500030517578,79715300,0.031028320678927912,40.17616400835754
2014-12-18 00:00:00+00:00,96.27433013916016,104.25,104.26000213623048,102.9800033569336,103.26000213623048,49840900,0.13105745307751704,37.74603773112265
2014-12-19 00:00:00+00:00,96.69795989990234,104.31999969482422,104.73999786376952,103.70999908447266,103.97000122070312,51419900,0.2135183449646263,35.02340502489357
2014-12-22 00:00:00+00:00,96.93895721435548,104.58000183105467,104.61000061035156,104.0999984741211,104.1500015258789,33869200,0.2964321105018115,32.56408352282511
2014-12-23 00:00:00+00:00,96.5959701538086,104.20999908447266,104.97000122070312,104.08999633789062,104.95999908447266,30156900,0.3284990055913255,29.93065086822782
2014-12-24 00:00:00+00:00,96.67940521240234,104.3000030517578,104.6999969482422,104.2699966430664,104.33999633789062,14291300,0.3570588665919985,27.54141374663949
2014-12-26 00:00:00+00:00,97.36531829833984,105.04000091552734,105.26000213623048,104.56999969482422,104.5999984741211,13924300,0.4343969477725267,25.891285198413204
2014-12-29 00:00:00+00:00,97.34677124023438,105.0199966430664,105.25,104.87999725341795,104.94000244140624,17073800,0.4884432865322026,24.388741713541396
2014-12-30 00:00:00+00:00,96.69795989990234,104.31999969482422,104.95999908447266,104.18000030517578,104.72000122070312,18604000,0.4693807664809384,22.745955834565493
2014-12-31 00:00:00+00:00,95.70610809326172,103.25,104.91000366210938,103.0999984741211,104.5,24367100,0.36374057407323335,22.337036108851134
2015-01-02 00:00:00+00:00,95.41875457763672,102.94000244140624,104.1999969482422,102.44000244140624,103.76000213623048,31314600,0.2520996998594569,22.520747129297757
